ConfigurationTriggerTime,configurationId,Crawled_Date,Ecommerce,Pincode,City,Country_Of_Origin,Navision_Code,SKU_Name,Brand_Name,Product_Name,MRP,Discount_Percentage,Discount_Amount,Price,Speciality,Rating_Count,Avg_Rating,Review_Count,Stock,Seller,Coupon,Offer,Weight,Unit_Of_Weight,Delivery,Recommend_Percentage,Key_Features,Super_Offer,Super_Saver,Available_Product_Count,Max_Allowed_Quantity,Other_Id,Other_Quantity,Service_Status
,,12/11/2025 00:00:06,zepto,560016,,,,Pasta Pizza Red Sauce 315gm,Dr.Oetker,Dr. Oetker FunFoods Pasta & Pizza Red Sauce,93,16,,78,,4120,4.8,,Out of Stock,Commodum Groceries Private Limited,,,315,Gram,,,,,,,12,,,serviced
,,12/11/2025 00:00:19,zepto,411007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not serviced
,,12/11/2025 00:00:21,zepto,560016,,,,Pizza Topping 315gm,Dr.Oetker,Dr. Oetker FunFoods Pizza Topping All-in-One Sauce,93,16,,78,,2983,4.6,,Instock,Commodum Groceries Private Limited,,,315,Gram,,,,,,1,12,,,serviced
,,12/11/2025 00:00:21,zepto,600087,,,,Veg Mayo Delite 750gm,Dr.Oetker,Dr. Oetker FunFoods Veg Mayonnaise De'lite,177,32,,119,,4195,4.8,,Instock,Commodum Groceries Private Limited,,,750,Gram,,,,,,2,6,,,serviced
,,12/11/2025 00:00:33,zepto,560016,,,,Peanut Butter Crunchy 750gm,Dr.Oetker,Dr. Oetker FunFoods Crunchy Peanut Butter,187,28,,134,,7912,4.7,,Instock,Commodum Groceries Private Limited,,,750,Gram,,,,,,1,6,,,serviced
,,12/11/2025 00:00:35,zepto,600087,,,,Veg Mayo Original 800gm,Dr.Oetker,Dr. Oetker FunFoods Veg Mayonnaise Original,187,27,,136,,9260,4.8,,Instock,Commodum Groceries Private Limited,,,800,Gram,,,,,,2,12,,,serviced
,,12/11/2025 00:00:40,zepto,140055,,,,Veg Mayo Delite 750gm,Dr.Oetker,Dr. Oetker FunFoods Veg Mayonnaise De'lite,177,32,,119,,4195,4.8,,Instock,Commodum Groceries Private Limited,,,750,Gram,,,,,,2,6,,,serviced
,,12/11/2025 00:00:48,zepto,560016,,,,Peanut Butter Creamy 750gm,Dr.Oetker,Dr. Oetker FunFoods Creamy Peanut Butter,187,23,,143,,3172,4.5,,Instock,Commodum Groceries Private Limited,,,750,Gram,,,,,,1,6,,,serviced
,,12/11/2025 00:00:48,zepto,600087,,,,Veg Original 250gm,Dr.Oetker,Dr. Oetker FunFoods Veg Mayonnaise Original,93,6,,87,,14800,4.7,,Instock,Commodum Groceries Private Limited,,,250,Gram,,,,,,1,12,,,serviced
,,12/11/2025 00:00:53,zepto,140055,,,,Veg Mayo Original 800gm,Dr.Oetker,Dr. Oetker FunFoods Veg Mayonnaise Original,187,22,,145,,9260,4.8,,Out of Stock,Commodum Groceries Private Limited,,,800,Gram,,,,,,,12,,,serviced
