ConfigurationTriggerTime,configurationId,Crawled_Date,Ecommerce,Pincode,City,Country_Of_Origin,Navision_Code,SKU_Name,Brand_Name,Product_Name,MRP,Discount_Percentage,Discount_Amount,Price,Speciality,Rating_Count,Avg_Rating,Review_Count,Stock,Seller,Coupon,Offer,Weight,Unit_Of_Weight,Delivery,Recommend_Percentage,Key_Features,Super_Offer,Super_Saver,Available_Product_Count,Max_Allowed_Quantity,Other_Id,Other_Quantity,Service_Status
,,12/18/2025 02:21:28,Flipkart,560103,,,,Original Premium Veg Mayo 800gm,Wingreens,WINGREENS Premium Veg Mayo,,,,,,450,4.1,52,Out of Stock,,,,800,Gram,,,,,,,,,,serviced
,,12/18/2025 02:21:43,Flipkart,560103,,,,Peanut Butter Crunchy 375gm,Dr.Oetker,Dr.Oetker Peanut Butter Crunchy,,,,,,63,4.4,1,Out of Stock,,,,375,Gram,,,,,,,,,,serviced
,,12/18/2025 02:21:58,Flipkart,560103,,,,Peanut Butter Creamy 375gm,Dr.Oetker,Dr.Oetker Peanut Butter Creamy,,,,,,35,4.2,2,Out of Stock,,,,375,Gram,,,,,,,,,,serviced
,,12/18/2025 02:22:14,Flipkart,560103,,,,Eggless Veg Mayonnaise 875gm,Veeba,VEEBA Chef'S Special Veg Mayonnaise Eggless,,,,,,1510,4.3,139,Out of Stock,,,,800,Gram,,,,,,,,,,serviced
,,12/18/2025 02:22:31,Flipkart,560103,,,,Real Mayo 800gm,Hellmann's,Hellmann's Veg Mayonnaise,210,21,,164,,278,4.5,62,Instock,SuperComNet,,,775,Gram,,,,,,,,,,serviced
,,12/18/2025 02:22:45,Flipkart,560103,,,,Eggless Mayo 850gm,Del monte,Del Monte Eggless Mayo,,,,,,607,4.1,52,Out of Stock,,,,850,Gram,,,,,,,,,,serviced
,,12/18/2025 02:23:00,Flipkart,600012,,,,Veg Mayo Delite 750gm,Dr.Oetker,Dr Oetker Fun Foods Veg Mayonnaise De'lite,177,29,,125,,170,4.3,22,Instock,SuperComNet,,,750,Gram,,,,,,,,,,serviced
,,12/18/2025 02:23:18,Flipkart,560103,,,,Eggless Veg Mayonnaise 700gm,Veeba,VEEBA EGGLESS Mayonnaise Chef's Special (700G) Sauce,,,,,,0,,0,Out of Stock,,,,700,Gram,,,,,,,,,,serviced
,,12/18/2025 02:23:34,Flipkart,600012,,,,Veg Mayo Original 800gm,Dr.Oetker,FUNFOODS by Dr. Oetker Veg Mayonnaise Original,187,25,,139,,1310,4.3,122,Instock,SuperComNet,,,800,Gram,,,,,,,,,,serviced
,,12/18/2025 02:23:48,Flipkart,600012,,,,Pasta Pizza Red Sauce 315gm,Dr.Oetker,FUNFOODS by Dr. Oetker Pasta & Pizza Red Sauce Preservative Free Sauce,93,11,,82,,259,4.3,17,Instock,SuperComNet,,,315,Gram,,,,,,,,,,serviced
,,12/18/2025 02:24:02,Flipkart,600012,,,,Veg Original 250gm,Dr.Oetker,FUNFOODS by Dr. Oetker Veg Mayonnaise Original,,,,,,1310,4.3,122,Out of Stock,,,,250,Gram,,,,,,,,,,serviced
,,12/18/2025 02:24:17,Flipkart,560103,,,,Chef Special Veg mayonnaise Smart 750gm,Veeba,VEEBA Veg Mayonnaise Smart Chef'S Special,218,40,,130,,290,4.2,23,Out of Stock,SuperComNet,,,750,Gram,,,,,,,,,,serviced
,,12/18/2025 02:24:31,Flipkart,600012,,,,Peanut Butter Crunchy 750gm,Dr.Oetker,FUNFOODS by Dr. Oetker Peanut Butter Crunchy,199,28,,142,,689,4.3,59,Out of Stock,SuperComNet,,,750,Gram,,,,,,,,,,serviced
,,12/18/2025 02:24:44,Flipkart,600012,,,,Pasta Pizza Red Sauce 800gm,Dr.Oetker,FUNFOODS by Dr. Oetker Pasta & Pizza Sauce,,,,,,0,,0,Out of Stock,,,,800,Gram,,,,,,,,,,serviced
,,12/18/2025 02:24:58,Flipkart,600012,,,,Real Mayo 800gm,Hellmann's,Hellmann's Veg Mayonnaise,195,12,,170,,278,4.5,62,Out of Stock,SuperComNet,,,775,Gram,,,,,,,,,,serviced
,,12/18/2025 02:25:11,Flipkart,600029,,,,Pasta Pizza Red Sauce 315gm,Dr.Oetker,FUNFOODS by Dr. Oetker Pasta & Pizza Red Sauce Preservative Free Sauce,93,11,,82,,259,4.3,17,Instock,SuperComNet,,,315,Gram,,,,,,,,,,serviced
,,12/18/2025 02:25:26,Flipkart,600012,,,,Eggless Mayo 850gm,Del monte,Del Monte Eggless Mayo,199,41,,116,,607,4.1,52,Out of Stock,SuperComNet,,,850,Gram,,,,,,,,,,serviced
,,12/18/2025 02:26:04,Flipkart,600012,,,,Chef Special Veg mayonnaise Smart 750gm,Veeba,VEEBA Veg Mayonnaise Smart Chef'S Special,210,39,,128,,290,4.2,23,Instock,SuperComNet,,,750,Gram,,,,,,,,,,serviced
,,12/18/2025 02:26:34,Flipkart,600012,,,,Eggless Veg Mayonnaise 700gm,Veeba,VEEBA EGGLESS Mayonnaise Chef's Special (700G) Sauce,,,,,,0,,0,Out of Stock,,,,700,Gram,,,,,,,,,,serviced
,,12/18/2025 02:26:51,Flipkart,600029,,,,Pizza Topping 315gm,Dr.Oetker,FUNFOODS by Dr. Oetker Pizza Topping All-in-One Preservative Free Ketchup,,,,,,100,4.3,2,Out of Stock,,,,315,Gram,,,,,,,,,,serviced
,,12/18/2025 02:27:07,Flipkart,600029,,,,Veg Mayo Delite 750gm,Dr.Oetker,Dr Oetker Fun Foods Veg Mayonnaise De'lite,177,29,,125,,170,4.3,22,Instock,SuperComNet,,,750,Gram,,,,,,,,,,serviced
,,12/18/2025 02:27:23,Flipkart,600029,,,,Veg Mayo Original 800gm,Dr.Oetker,FUNFOODS by Dr. Oetker Veg Mayonnaise Original,187,25,,139,,1310,4.3,122,Instock,SuperComNet,,,800,Gram,,,,,,,,,,serviced
,,12/18/2025 02:27:38,Flipkart,600029,,,,Peanut Butter Crunchy 375gm,Dr.Oetker,Dr.Oetker Peanut Butter Crunchy,,,,,,63,4.4,1,Out of Stock,,,,375,Gram,,,,,,,,,,serviced
,,12/18/2025 02:27:51,Flipkart,600029,,,,Peanut Butter Creamy 375gm,Dr.Oetker,Dr.Oetker Peanut Butter Creamy,,,,,,35,4.2,2,Out of Stock,,,,375,Gram,,,,,,,,,,serviced
